id,cluster
1U8JTLTKEJf4dE3KzRWFCY,9
2wsA4fEHE7ig1B8TyGkZ12,9
3coNDULpdaTfMaeKTNXLFI,9
6yZoltMqjCnRG8b5ejVRZz,9
78ce4gBp4x0JfSpzIvDdZo,9
